"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1477411756","GXH7138","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","FORD","S","26940","51520","73320","20210331.0","0048","48","0","613372","BX06","0000","1150A",,"BX","O","878","EAST 176 STREET",,"0","408","D1",,"YBBYBBB","1130A","0100P","GREEN","0","2002","-","0",,,,,
"1477411768","JPL9583","NY","PAS","2020-07-02T00:00:00.000","21","SDN","NISSA","S","26940","51520","73320","20220219.0","0048","48","0","613372","BX06","0000","1150A",,"BX","O","878","EAST 176 STREET",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHITE","0","2020","-","0",,,,,
"1477411770","JCA9414","NY","PAS","2020-07-02T00:00:00.000","21","SDN","HONDA","S","22720","26910","26940","20200810.0","0048","48","0","613372","BX06","0000","1155A",,"BX","O","1808","CROTONA PARKWAY",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHITE","0","2014","-","0",,,,,
"1477411781","JRM1100","NY","PAS","2020-07-02T00:00:00.000","21","SDN","HONDA","S","22720","26910","26940","20220223.0","0048","48","0","613372","BX06","0000","1157A",,"BX","O","1808","CROTONA PARKWAY",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHITE","0","2020","-","0",,,,,
"1477411793","JKG3824","NY","PAS","2020-07-02T00:00:00.000","21","SDN","CHRYS","S","65320","26910","26940","20210813.0","0048","48","0","613372","BX06","0000","1200P",,"BX","F","1829","SOUTHERN BOULEVARD",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHITE","0","2017","-","0",,,,,
"1477412062","GPP0421","FL","PAS","2020-06-29T00:00:00.000","21","SUBN","CHEVR","S","29620","49120","49520","0E-8","0048","48","0","668645","BX06","0000","0828A",,"BX","F","826","E TREMONT AVE",,"0","408","D1",,"YYYYYYB","0800A","0830A","BRN","0","0","-","0",,,,,
"1477416468","HNC7333","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","BMW","S","26340","39720","23620","20210201.0","0041","41","0","660650","BXBO","0000","1210P",,"BX","O","882","E 156TH STREET",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHT","0","2014","-","0",,,,,
"1477416470","HSF7184","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","KIA","S","26340","39720","23620","20210808.0","0041","41","0","660650","BXBO","0000","1214P",,"BX","O","882","E 156TH STREET",,"0","408","D1",,"YBBYBBB","1130A","0100P","GREY","0","2006","-","0",,,,,
"1477416481","GHN9647","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","ACURA","S","45720","23620","43520","20210904.0","0041","41","0","660650","BXBO","0000","1215P",,"BX","F","918","LEGGETT AVENUE",,"0","408","D1",,"YBBYBBB","1130A","0100P","SILVE","0","2003","-","0",,,,,
"1477416535","JTHANKU","NY","SRF","2020-07-02T00:00:00.000","21","SUBN","JEEP","S","65320","9720","45720","20200723.0","0041","41","0","660650","BKBO","0000","1227P",,"BX","F","651","SOUTHERN BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","GRAY","0","2012","-","0",,,,,
"1477416547","HXH2794","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","DODGE","S","65320","9720","45720","20220131.0","0041","41","0","660650","BXBO","0000","1231P",,"BX","F","651","SOUTHERN BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","TAN","0","2004","-","0",,,,,
"1477416560","GNX3571","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","FORD","S","65320","9720","45720","20220307.0","0041","41","0","660650","BXBO","0000","1235P",,"BX","F","651","SOUTHERN BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","BLK","0","2016","-","0",,,,,
"1477416572","JKX3934","NY","PAS","2020-07-02T00:00:00.000","21","SDN","HONDA","S","65320","9720","45720","20210801.0","0041","41","0","660650","BXBO","0000","1240P",,"BX","F","643","SOUTHERN BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHT","0","2019","-","0",,,,,
"1477417606","J79HVU","NJ","PAS","2020-06-30T00:00:00.000","21","VAN","FORD","S","65320","10920","26550","0E-8","0041","41","0","538176","BX02","0000","0811A",,"BX","F","900","SOUTHERN BLVD",,"0","408","D1",,"YYYYYYB","0800A","0830A","WHITE","0","0","-","0",,,,,
"1477417618","JRW1550","NY","PAS","2020-06-30T00:00:00.000","21","SUBN","JEEP","S","65320","10920","26550","20200720.0","0041","41","0","538176","BX02","0000","0815A",,"BX","F","932","SOUTHERN BLVD",,"0","408","D1",,"YYYYBYB","0800A","0830A","GRAY","0","2016","-","0",,,,,
"1477417620","JNV7913","NY","PAS","2020-06-30T00:00:00.000","21","SUBN","FORD","S","65320","10920","26550","20220303.0","0041","41","0","538176","BX02","0000","0815A",,"BX","F","932","SOUTHERN BLVD",,"0","408","D1",,"YYYYYYB","0800A","0830A","BLK","0","2006","-","0",,,,,
"1477417631","JEJ2655","NY","PAS","2020-06-30T00:00:00.000","21","SDN","ACURA","S","65320","26550","8020","20201230.0","0041","41","0","538176","BX02","0000","0824A",,"BX","F","962","SOUTHERN BLVD",,"0","408","D1",,"YYYYYYB","0800A","0830A","BLK","0","2008","-","0",,,,,
"1477417643","JDN9571","NY","PAS","2020-06-30T00:00:00.000","21","SDN","NISSA","S","65320","26550","8020","20210101.0","0041","41","0","538176","BX02","0000","0824A",,"BX","F","950","SOUTHERN BLVD",,"0","408","D1",,"YYYYYYB","0800A","0830A","GRAY","0","2015","-","0",,,,,
"1477420563","GXL2887","NY","PAS","2020-06-18T00:00:00.000","40","SUBN","TOYOT","S","26940","51620","69220","20210421.0","0046","46","0","612338","BX05","0000","0608A",,"BX","F","217","E 176 ST",,"0","408","K4",,"BBBBBBB","ALL","ALL","TAN","0","2007","-","0",,,,,
"1477420599","JJE2242","NY","PAS","2020-06-20T00:00:00.000","46","SUBN","NISSA","S","8920","29620","29920","20210710.0","0046","46","0","612338","BX05","0000","0701A",,"BX","F","1918","ANTHONY AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2004","-","0",,,,,
"1477420605","KBP2187","99","999","2020-06-22T00:00:00.000","20","OIGI","ACURA","S","0","0","0","0E-8","0046","46","0","612338","BX05","0000","0612A",,"BX",,,"S/E C/O 182","TIEBOUT AVE","0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1477420629","JBN3665","NY","PAS","2020-06-22T00:00:00.000","67","SUBN","HONDA","S","68420","27090","27120","20210127.0","0046","46","0","612338","BX05","0000","0617A",,"BX","F","2200","TIEBOUT AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","SILVE","0","2004","-","0",,,,,
"1477420630","LHTH68","FL","PAS","2020-06-29T00:00:00.000","21","SUBN","NISSA","S","36420","27150","32520","0E-8","0046","46","0","612338","BX05","0000","0755A",,"BX","F","2336","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","0","-","0",,,,,
"1477420642","GXX4086","NY","PAS","2020-06-20T00:00:00.000","67","SUBN","HYUND","S","69220","22240","26910","20210513.0","0046","46","0","612338","BX05","0000","0657A",,"BX","F","1774","TOPPING AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2012","-","0",,,,,
"1477420666","GWBS59","FL","PAS","2020-06-29T00:00:00.000","21","SUBN","NISSA","S","36420","27120","27150","0E-8","0046","46","0","612338","BX05","0000","0744A",,"BX","F","2274","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","0","-","0",,,,,
"1477420708","JJZ5612","NY","PAS","2020-06-29T00:00:00.000","21","SUBN","HONDA","S","36420","27150","32520","20210826.0","0046","46","0","612338","BX05","0000","0758A",,"BX","F","2346","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLUE","0","2008","-","0",,,,,
"1477420710","LFM5986","PA","PAS","2020-06-30T00:00:00.000","21","SUBN","JEEP","S","36420","27150","32520","0E-8","0046","46","0","612338","BX05","0000","0746A",,"BX","F","2328","GRAND CONCOURSE",,"0","408","K4",,"YYYYYYB","0730A","0800A","BLACK","0","0","-","0",,,,,
"1477420733","GRJ3539","NY","PAS","2020-06-30T00:00:00.000","21","SUBN","JEEP","S","36420","27150","32520","20220601.0","0046","46","0","612538","BX05","0000","0749A",,"BX","F","2318","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2020","-","0",,,,,
"1477420745","JEJ4247","NY","PAS","2020-06-30T00:00:00.000","21","SDN","BMW","S","36420","27120","27150","20210327.0","0046","46","0","612338","BX05","0000","0735A",,"BX","F","2250","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","WHITE","0","2010","-","0",,,,,
"1477420757","LSUMS9","FL","PAS","2020-06-30T00:00:00.000","21","SUBN","FORD","S","36420","27120","27150","0E-8","0046","46","0","612338","BX05","0000","0737A",,"BX","F","2276","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","SILVE","0","0","-","0",,,,,
"1477420782","JPS2521","NY","PAS","2020-06-30T00:00:00.000","21","SUBN","TOYOT","S","36420","27150","32520","20220422.0","0046","46","0","612336","BX05","0000","0740A",,"BX","F","2312","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2020","-","0",,,,,
"1477420824","JGU4567","NY","PAS","2020-07-01T00:00:00.000","21","SDN","AUDI","S","36420","32520","27180","20210507.0","0046","46","0","612338","BX05","0000","0746A",,"BX",,"2356","GRAND CONCOURSE",,"0","408","D1",,"YYYYYYB","0730A","0800A","GRAY","0","2019","-","0",,,,,
"1477421099","JFJ8522","NY","PAS","2020-07-01T00:00:00.000","21","SUBN","FORD","S","75370","23520","36320","20210106.0","0046","46","0","587848","BX05","0000","0738A",,"BX","F","23","W BURNSIDE AVE",,"0","408","E1",,"YYYYYYB","0730A","0800A","BLACK","0","2019","-","0",,,,,
"1477421117","JHJ7304","NY","PAS","2020-07-01T00:00:00.000","21","SUBN","HONDA","S","75370","23520","36320","20210411.0","0046","46","0","582848","BX05","0000","0743A",,"BX","F","37","W BURNSIDE AVE",,"0","408","D1",,"YYYBYYB","0730A","0800A","BLACK","0","2019","-","0",,,,,
"1477421130","KTX0425","PA","PAS","2020-07-01T00:00:00.000","21","SDN","HONDA","S","75370","38420","70620","0E-8","0046","46","0","582848","BX05","0000","0748A",,"BX","F","75","W BURNSIDE AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLUE","0","0","-","0",,,,,
"1477421142","GUW3929","NY","PAS","2020-07-01T00:00:00.000","21","SDN","HONDA","S","75370","38420","70620","20201217.0","0046","46","0","582848","BX05","0000","0749A",,"BX","F","75","W BURNSIDE AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2010","-","0",,,,,
"1477421154","JCU6868","NY","PAS","2020-07-01T00:00:00.000","21","SUBN","KIA","S","75370","70620","8820","20201219.0","0046","46","0","582848","BX05","0000","0756A",,"BX","O","114","W BURNSIDE AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","GREEN","0","2012","-","0",,,,,
"1477421166","GZH4154","NY","PAS","2020-07-02T00:00:00.000","21","SUBN","DODGE","S","29120","21820","36420","20210713.0","0046","46","0","582848","BX05","0000","0738A",,"BX","F","151","E BURNSIDE AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLUE","0","2002","-","0",,,,,
"1477421178","LHK5050","PA","PAS","2020-07-02T00:00:00.000","21","VAN","FORD","S","29120","52120","21820","0E-8","0046","46","0","582848","BX05","0000","0742A",,"BX","F","117","E BURNSIDE AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","WH","0","0","-","0",,,,,
"1476593656","JGP6722","NY","PAS","2020-06-20T00:00:00.000","20","SUBN","FORD","P","12820","26070","26100","20210801.0","0040","40","0","371186","BXTE","0000","1056A",,"BX","O","500","BERGEN AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","SL","0","2019","-","0",,,,,
"1476593668","GSV7566","NY","PAS","2020-06-20T00:00:00.000","20","SUBN","HONDA","P","21520","26190","26220","20200928.0","0040","40","0","371186","BXTE","0000","1238P",,"BX","F","630","COURTLAND AVE",,"0","408","D",,"YYYYYYB","0700A","0700P","WH","0","2002","-","0",,,,,
"1476593670","GUW2875","NY","PAS","2020-06-20T00:00:00.000","40","VAN","GMC","P","52120","26160","26190","20210714.0","0040","40","0","371186","BXTE","0000","1247P",,"BX","F","602","MORRIS AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","WH","0","2012","-","5",,,,,
"1476593863","LFJU78","FL","PAS","2020-06-23T00:00:00.000","40","SDN","HONDA","P","39920","12550","71620","0E-8","0050","50","0","368502","BXTE","0000","0224P",,"BX","O","3990","HILLMAN AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","5",,,,,
"1476593899","G25JWA","NJ","PAS","2020-06-23T00:00:00.000","20","SDN","ME/BE","P","0","0","0","0E-8","0050","50","0","368502","BXTE","0000","0323P",,"BX","F",,"W/S/O TIBBETT AVE","S/S W 240 ST","0","408","E2",,"YYYYYBB","0700A","0600P","BK","0","0","-","0",,,,,
"1476593905","HYX3799","NY","PAS","2020-06-23T00:00:00.000","40","SUBN","LEXUS","P","53820","74990","75050","20220429.0","0050","50","0","368502","BXTE","0000","0344P",,"BX","O","3260","NETHERLAND AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GR","0","2018","-","5",,,,,
"1476593929","L72LHK","NJ","PAS","2020-06-25T00:00:00.000","46","VAN","DODGE","P","52120","27120","27150","0E-8","0046","46","0","868502","BXTE","0000","0109P",,"BX","F","2275","MORRIS AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1476593954","HAT5948","NC","PAS","2020-06-25T00:00:00.000","40","SUBN","FORD","P","74210","67420","70620","0E-8","0044","44","0","368502","BXTE","0000","0252P",,"BX","F","175","W 165 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1476594090","HFK1411","NC","PAS","2020-07-07T00:00:00.000","40","VAN","FORD","P","0","0","0","0E-8","0048","48","0","368502","BXTE","0000","0226P",,"BX",,,"N/S 183 RD","W/S SOUTHERN BLVD","0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1476595641","MLN8106","TX","PAS","2020-06-23T00:00:00.000","14","SDN","FORD","P","13920","12550","0","0E-8","0052","52","0","358145","BXTE","0000","0843P",,"BX","O","2985","BOTANICAL SQUARE",,"0","408","C4",,"BBBBBBB","ALL","ALL","SIL","0","0","-","0",,,,,
"1476595665","JNM3212","NY","PAS","2020-06-23T00:00:00.000","20","SDN","INFIN","P","27660","36420","70720","20220203.0","0052","52","0","358145","BXTE","0000","0900P",,"BX","F","203","201ST ST",,"0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","2011","-","0",,,,,
"1476595677","JMK4115","NY","PAS","2020-06-23T00:00:00.000","20","SDN","HONDA","P","27660","36420","70720","20211024.0","0052","52","0","358145","BXTE","0000","0902P",,"BX","F","203","201ST ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2004","-","0",,,,,
"1476595690","JRN5879","NY","PAS","2020-06-24T00:00:00.000","40","SUBN","BMW","P","9820","74830","76550","20220318.0","0052","52","0","358145","BXTE","0000","0102A",,"BX","F","2698","BAILEY AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1476595707","JNJ9168","NY","PAS","2020-06-24T00:00:00.000","19","SDN","ME/BE","P","0","40404","40404","0E-8","0052","52","0","358145","BXTE","0000","0128A",,"BX","F","257","W KINGSBRIDGE AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1476595719","JNJ9168","NY","PAS","2020-06-24T00:00:00.000","70","SDN","ME/BE","P","0","40404","40404","0E-8","0052","52","0","358145","BXTE","0000","0129A",,"BX","F","257","W KINGSBRIDGE AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1476595720","GZN5878","NY","PAS","2020-06-24T00:00:00.000","50","SDN","MAZDA","P","0","0","0","20210629.0","0052","52","0","358145","BXTE","0000","0200A",,"BX",,,"E/S RESERVIOR AVE","S/O W 197TH ST","0","408","J3",,"BBBBBBB","ALL","ALL","GR","0","2010","-","0",,,,,
"1476595732","K90LVE","NJ","PAS","2020-06-24T00:00:00.000","40","SDN","NISSA","P","0","40404","40404","0E-8","0052","52","0","358145","BXTE","0000","0225A",,"BX","O","2740","195TH ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1476595744","JJW5654","NY","PAS","2020-06-24T00:00:00.000","14","SUBN","NISSA","P","0","40404","40404","20210724.0","0052","52","0","358145","BXTE","0000","0320A",,"BX","F","305","W KINGSBRIDGE AVE",,"0","408","E2",,"YYYYYYB","1000P","0500A","SIL","0","2012","-","0",,,,,
"1476766563","HUR9962","NY","PAS","2020-06-28T00:00:00.000","4","SDN","HYUND","P","0","0","0","20211119.0","0001","1","105","366597","T105","0000","1015A",,"NY",,,"N/O BARCLAY","W/O CHURCH","0","408","I",,"BBBBBBY","0700A","0700P","GR","0","2011","-","0",,,,,
"1476766575","JEZ1570","NY","PAS","2020-06-28T00:00:00.000","17","SDN","BMW","P","29390","13610","15350","20210210.0","0001","1","105","366567","T105","0000","1039A",,"NY","F","63","READE STREET",,"0","408","I",,"YYYYYYY","ALL","ALL","GR","0","2017","-","0",,,,,
"1476766599","HZJ4554","NY","PAS","2020-06-28T00:00:00.000","17","SDN","TESLA","P","0","40404","40404","20220330.0","0001","1","105","366567","T105","0000","1205P",,"NY","F","9","MURRAY",,"0","408","C4",,"YYYYYYY","ALL","ALL","GR","0","2017","-","0",,,,,
"1477142204","GKD4326","PA","PAS","2020-06-19T00:00:00.000","40","SDN","HONDA","S","53970","50630","11930","0E-8","0090","90","0","867970","KN01","0000","0810A",,,"F","443","KEAP ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","0","-","1",,,,,
"1477142216","GKA4326","PA","PAS","2020-06-20T00:00:00.000","40","SDN","HONDA","S","53970","50630","11930","0E-8","0090","90","0","867920","KN01","0000","0730A",,"K","F","443","KEAP ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","0","-","1",,,,,
"1477148115","KGG5416","PA","PAS","2020-06-11T00:00:00.000","14","SUBN","TOYOT","S","67030","41330","69230","0E-8","0079","79","0","921396","KN03","0000","0709A",,"K","F","21","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","0","-","0",,,,,
"1477148139","JHL5266","NY","PAS","2020-06-11T00:00:00.000","14","SDN","NISSA","S","67030","41330","69230","20210614.0","0079","79","0","921396","KN03","0000","0712A",,"K","F","51","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","RED","0","2016","-","0",,,,,
"1477148220","KZW2703","PA","PAS","2020-06-17T00:00:00.000","14","SDN","HONDA","S","13430","70370","67030","0E-8","0079","79","0","921396","KN03","0000","0836A",,"K","F","1195","ATLANTIC AVE",,"0","408","C",,"YYYYYYB","0700A","1000A","BLUE","0","0","-","0",,,,,
"1477148243","HYZ1592","NY","OMS","2020-06-18T00:00:00.000","14",,"NISSA","S","67030","69230","63030","20200930.0","0079","79","0","921346","KW03","0000","0707A",,"K","O","110","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRY","0","2014","-","0",,,,,
"1477148255","JRT2660","NY","PAS","2020-06-18T00:00:00.000","14","SDN","DODGE","S","67030","88130","93230","20220414.0","0079","79","0","921396","KN03","0000","0712A",,"K","O","182","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","WHITE","0","2011","-","0",,,,,
"1477148267","JHN1992","NY","PAS","2020-06-18T00:00:00.000","14","SUBN","TOYOT","S","67030","88130","93230","20210508.0","0079","79","0","921396","KN03","0000","0714A",,"K","O","182","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2004","-","0",,,,,
"1477148280","GPZ9115","VA","PAS","2020-06-18T00:00:00.000","14","SDN","TOYOT","S","67030","54130","27330","0E-8","0079","79","0","921396","KN03","0000","0719A",,"K","F","275","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","0","-","0",,,,,
"1477148292","GXA1127","NY","PAS","2020-06-18T00:00:00.000","14","SUBN","BMW","S","67030","27330","45930","20210323.0","0079","79","0","921396","KN03","0000","0720A",,"K","F","293","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2014","-","0",,,,,
"1477148309","JHV6942","NY","PAS","2020-06-18T00:00:00.000","14","SDN","NISSA","S","67030","55730","73050","20210630.0","0079","79","0","921396","KN03","0000","0724A",,"K","F","323","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2016","-","0",,,,,
"1477148322","JHV7639","NY","PAS","2020-06-18T00:00:00.000","41","SUBN","JEEP","S","67030","43330","61730","20210507.0","0079","79","0","921396","KN03","0000","0732A",,"K","O","390","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","2016","-","0",,,,,
"1477148358","JMZ7966","NY","PAS","2020-06-18T00:00:00.000","14","SUBN","KIA","S","13430","67030","0","20210930.0","0079","79","0","921396","KN03","0000","0808A",,"K","F","1281","ATLANTIC AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2005","-","0",,,,,
"1477148360","GYK7884","NY","OMS","2020-06-19T00:00:00.000","14","SUBN","GMC","S","67030","41330","69230","20200930.0","0079","79","0","921396","KN03","0000","0707A",,"K","F","51","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2020","-","0",,,,,
"1477148383","HUW4248","NY","PAS","2020-06-19T00:00:00.000","14","SDN","HONDA","S","67030","47630","72830","20211129.0","0079","79","0","921896","KN03","0000","0712A",,"K","F","197","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2003","-","0",,,,,
"1477148395","JSE2798","NY","PAS","2020-06-19T00:00:00.000","14","SDN","ME/BE","S","67030","27330","45930","20200728.0","0079","79","0","921396","KN03","0000","0715A",,"K","F","293","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","2015","-","0",,,,,
"1477148553","JMY4910","NY","PAS","2020-06-03T00:00:00.000","14","SDN","DODGE","S","13430","70370","67030","20220106.0","0079","79","0","921396","KN03","0000","0825A",,"K","F","1215","ATLANTIC AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2010","-","0",,,,,
"1477148930","JVM3075","PA","PAS","2020-06-16T00:00:00.000","14","SDN","NISSA","S","67030","88130","93230","0E-8","0079","79","0","921396","KN03","0000","0720A",,"K","O","182","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","0","-","0",,,,,
"1477149247","JWV6223","NY","PAS","2020-06-11T00:00:00.000","14","SUBN","INFIN","S","67030","41330","69230","20210609.0","0079","79","0","921346","KN03","0000","0707A",,"K","F","21","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","WHITE","0","2011","-","0",,,,,
"1477149259","JGA3463","NY","PAS","2020-06-16T00:00:00.000","14","SUBN","NISSA","S","67030","41330","69230","20201226.0","0079","79","0","921396","KN03","0000","0712A",,"K","F","51","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2012","-","0",,,,,
"1477149260","LWPX91","FL","PAS","2020-06-16T00:00:00.000","14","SDN","TOYOT","S","67030","69230","63030","0E-8","0079","79","0","921396","KW03","0000","0715A",,"K","O","110","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","0","-","0",,,,,
"1477149272","JMS5155","NY","PAS","2020-06-16T00:00:00.000","14","SDN","TOYOT","S","67030","88130","93230","20211130.0","0079","79","0","921396","KW03","0000","0720A",,"K","O","182","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","2014","-","0",,,,,
"1477149284","LFV6712","PA","PAS","2020-06-17T00:00:00.000","41","SDN","NISSA","S","67030","41330","69230","0E-8","0074","74","0","921396","KN03","0000","0708A",,"K","F","51","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","0","-","0",,,,,
"1477149296","HMC2997","NY","PAS","2020-06-17T00:00:00.000","14","SUBN","INFIN","S","67030","41330","69230","20201016.0","0079","79","0","921396","KW03","0000","0713A",,"K","F","53","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","WHITE","0","2013","-","0",,,,,
"1477149302","HRF4780","NY","PAS","2020-06-17T00:00:00.000","14",,"INFIN","S","67030","69230","63030","20210324.0","0079","79","0","921396","KN03","0000","0718A",,"K","O","110","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","WHITE","0","2013","-","0",,,,,
"1477149326","GNX2353","NY","PAS","2020-06-16T00:00:00.000","41","SDN","LEXUS","S","67030","73050","43330","20220401.0","0079","79","0","921396","KN03","0000","0728A",,"K","F","335","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","2015","-","0",,,,,
"4697934350","GBZ7394","NY","PAS","2020-07-08T00:00:00.000","36","4DSD","NISSA","V","0","0","0","0E-8",,"0","0","0",,,"1230P",,"QN",,,"EB 73RD AVE @ 198TH","ST","0","1180","B","T",,,,"BK",,"2011",,"0",,"PHTO SCHOOL ZN SPEED VIOLATION",,,
"1477149363","JJA5726","NY","OMS","2020-06-16T00:00:00.000","14","SDN","FORD","S","13430","70370","67030","20200930.0","0079","79","0","921396","KN02","0000","0830A",,"K","F","1229","ATLANTIC AVE",,"0","408","C",,"YYYYYYB","0700A","1000A","WHITE","0","2019","-","0",,,,,
"1477185276","HPW3996","NY","PAS","2020-06-25T00:00:00.000","14","SUBN","HYUND","S","67030","69230","63030","20210522.0","0079","79","0","921396","KN03","0000","0715A",,"K","O","110","NOSTRAND AVE",,"0","408","E2",,"YYYYYBB","0700A","1000A","GRAY","0","2012","-","0",,,,,
"1477185288","HRC6918","NY","PAS","2020-06-25T00:00:00.000","14","SDN","FORD","S","67030","69230","63030","20210401.0","0079","79","0","921396","KN03","0000","0715A",,"K","F","111","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","RED","0","2014","-","0",,,,,
"1477185290","GYM6993","VA","PAS","2020-06-25T00:00:00.000","14","SUBN","JEEP","S","67030","69230","63030","0E-8","0079","79","0","921396","KN03","0000","0718A",,"K","O","132","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","GRAY","0","0","-","0",,,,,
"1477185306","JMS6169","NY","OMS","2020-06-25T00:00:00.000","14","SDN","NISSA","S","67030","88130","93230","20200930.0","0079","79","0","921396","KN03","0000","0718A",,"K","O","182","NOSTRAND AVE",,"0","408","C",,"YYYYYBB","0700A","1000A","BLACK","0","2020","-","0",,,,,
